Modules	16-TM29-FDA	13-TM42-FDA	23-T26-FDA	16-T26-FDA	20-TM30-FDA	18-TM36-FDA	23-T80-FDA	15-T52-FDA	08-TM36-FDA	29-T13-FDA	18-T52-FDA	16-TM54-FDA	14-T52-FDA	19-T13-FDA	03-TM60-FDA	27-T26-FDA	16-T106-FDA	23-TM42-FDA	35-T52-FDA	30-T80-FDA	27-T52-FDA	28-T52-FDA	20-T106-FDA	16-T80-FDA	22-T26-FDA	02-TM54-FDA	14-TM60-FDA	13-TM60-FDA	28-T26-FDA	26-T80-FDA	06-TM30-FDA	14-TM48-FDA	26-T13-FDA	13-TM30-FDA	15-T26-FDA	13-TM48-FDA	30-T26-FDA	27-T13-FDA	33-T13-FDA	33-T26-FDA	26-T26-FDA	07-T106-FDA	31-T80-FDA	14-TM42-FDA	13-T52-FDA	19-T80-FDA	08-TM48-FDA	03-TM48-FDA	31-T52-FDA	30-T13-FDA	16-T52-FDA	06-TM42-FDA	16-TM48-FDA	07-TM54-FDA	05-TM36-FDA	14-T80-FDA	35-T13-FDA	28-T6-FDA	13-TM54-FDA	19-T26-FDA	02-TM60-FDA	12-T80-FDA	01-TM48-FDA	31-T8-FDA	10-T106-FDA	26-T106-FDA	20-T52-FDA	35-T80-FDA	06-TM36-FDA	10-TM36-FDA	15-T13-FDA	14-TM30-FDA	13-TM36-FDA	22-TM30-FDA	30-T52-FDA	22-TM36-FDA	22-T13-FDA	28-T106-FDA	16-TM42-FDA	14-TM54-FDA	31-T26-FDA	20-T6-FDA	14-TM36-FDA	02-TM46-FDA	22-T52-FDA	01-TM60-FDA	19-T6-FDA	03-TM54-FDA	16-T6-FDA	23-T52-FDA	27-T39-FDA	35-T26-FDA	20-T26-FDA	11-T80-FDA	14-T26-FDA	27-T80-FDA	07-TM60-FDA	16-T13-FDA	25-T26-FDA	13-T106-FDA	16-TM36-FDA	19-T106-FDA	18-T13-FDA	14-T106-FDA	19-T52-FDA	26-TM30-FDA	22-T106-FDA	06-T106-FDA	20-T80-FDA	21-T6-FDA	20-T13-FDA	21-T13-FDA	22-T6-FDA	29-T26-FDA	05-TM48-FDA	18-T26-FDA	08-TM42-FDA	08-T106-FDA
M00230_Glutamate/aspartate TS	0.00228049691591278	0.00031401509914066	5.41066582222241e-06	0.000192849299489115	5.29803008948635e-05	1.42918362964232e-05	0.00010313744833465	4.89560161582939e-05	0.000381419896095994	8.95697642160127e-05	8.58905267941896e-05	0.000313046991091354	2.98263185953738e-05	0.000178200346996183	0.00014396757879638	0.000230991805618538	0.000269919672246544	6.2583953055791e-05	0.000191667200634588	3.87747441313516e-05	0.00016374560041558	0.00062301676986771	0.000129794294382081	0.000139281670890059	7.22156142532625e-05	0.00060644438016177	2.34714201264703e-05	9.19834863360753e-05	0.000212488473844084	0.00112915642509307	0.000287988325926454	0.00023916947869625	0.000752153374602587	0.000235455780020845	6.52159230364212e-05	0.000473289716857312	1.97974185374205e-06	0.000520368043937052	7.4287368885753e-05	4.19842731236632e-05	0.000106741677722997	0.000148785357072497	0.000167845858000078	2.01999186974002e-05	0.000116968108394059	2.79518373344093e-05	0.000253982768099023	1.93185017341671e-05	0.000120643228348969	3.38351226312057e-06	0.000202105164228062	0.000107761243261298	6.37160604803618e-05	5.13928475700051e-07	7.74055652906425e-05	2.62076615343264e-05	0.000251100702519588	0.00192225880101924	0.000229837453622276	0.000177805551740073	5.92373455314777e-05	0.000545837925890428	8.52536006689089e-05	3.69618783412008e-05	0.000364334530961637	4.45718974184566e-05	2.22803700262397e-05	7.60136899707515e-05	8.3477378047051e-05	0.000151832889461668	4.31001331425705e-05	4.33907257995062e-05	0.000224707644865808	3.19381865554046e-05	0.000110539112278618	6.56715971574622e-05	0.000227269540089337	0.000269452005078502	0.000284597813907932	3.6066711945389e-05	0.00033553862750942	0.0002572419013137	1.64915327173808e-05	0.000453891208383688	0.000215731729188293	0.000268967171662427	0.000359534513497251	0.000111842779924945	0.000809048791178363	4.9133084309658e-05	0.000153674278358296	0.000150728337075978	0.000351995937395507	2.70796532647666e-05	0.000156945064686218	0.000445332289157138	4.61031625811915e-05	3.57405912258274e-05	0.00260386451666972	0.000261263934892154	0.000510001539339234	0.000140339971609574	0.00116776187962525	2.22385498393881e-05	0.000103973990029812	7.7604418995484e-05	5.97483542174194e-05	0.000980462469739733	0.000178889947708895	0.000245407750276971	0.000104319930805789	0.00125246802980385	0.000487530005497761	0.000257669243151511	1.35286864775757e-05	0.000866439910709418	0.00034535980677866	0.000354440929995884
M00231_Octopine/nopaline TS	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98250146932525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02688601522444e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71939585064229e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9220667683822e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
M00232_General L-amino acid TS	0.000550127727172231	0.000237034758821475	1.22969677777782e-05	0.000148546244087888	5.66688028558983e-05	4.34037020892981e-06	0.000191381217788846	3.64044991214448e-05	0.000428886103505515	9.66138296804343e-05	0.000243713275396588	0.000522881913341356	0.000110709042821256	0.000649324739565319	0.000385356599477366	0.000174007293981881	0.000227426857283592	0.000405920560220516	0.000521296901286715	3.8717777000094e-05	0.00014194296547596	0.000470139113371697	0.000102444531725375	0.000113907111773024	5.9149184770369e-05	0.000455007288243101	0.000147371936031698	0.000224645137806388	0.000168799547037649	0.000846944241024358	0.000227947249999075	0.000253722179990397	0.000568855830604372	0.000182027033580496	0.000204093705626197	0.000357896500069145	2.72100113025872e-06	0.000393497101960237	0.000215863138350769	0.000112981558868604	8.18311344970934e-05	0.00018556062015255	0.000482491869042777	7.26610274078885e-05	0.000329693738764129	7.53597417039376e-05	0.000225983895927571	1.71407797204974e-05	0.000313459986634759	4.04607993866638e-06	0.000153440098492174	0.000256407347930065	4.80646962732603e-05	9.75540879023449e-07	0.000336420514275342	0.000285959687180799	0.000235836802058688	0.00167195357877511	0.000173835793371372	0.000356127980084042	5.9307118612198e-05	0.000509830400555674	0.000252008659408744	2.14217808002015e-06	0.000306751772309468	0.000128892927197001	1.91089783940367e-05	0.000314896494891167	0.000153148194407699	0.000150407704332911	3.65982600791376e-05	8.45766382961919e-05	0.00017332534911591	5.7396054967872e-05	0.000110539112278618	8.41654415073784e-05	0.000211492001360737	0.000203608947169758	0.000218845738630285	0.000191580204417266	7.9283841459215e-05	0.00025180624852433	6.3971548863933e-05	0.000337559553725016	0.000203220166788681	0.000202343541526823	0.000352124283637264	0.000279798423736041	0.000620124924401408	0.000190447046980096	0.000124755836143982	0.0001489217962981	0.000350631327691985	2.13717159363394e-05	0.000117700862758857	0.000367293125885089	4.38094729005352e-05	2.72888138255548e-05	0.0024911682825694	0.000205670865759948	0.000447129005380323	0.000123736603184898	0.000277880306891755	8.77505665054204e-05	0.000432407861214137	0.00026410175736069	8.04882279588586e-05	0.000882838378985541	0.00017197839059886	0.000237286745314754	0.000101877172339561	0.00124878728239145	0.000277882728776608	0.000228997019787313	4.04642957197148e-05	0.000866229983756293	0.00041397456388515	0.000412048284470408
M00233_Glutamate TS	8.30643738784123e-06	1.28343693439716e-05	1.61254237459265e-05	4.1318639942307e-05	5.59000241766582e-06	1.46076039703533e-05	2.02014492904659e-05	5.82113762089523e-07	0	3.07050665764849e-05	3.09516958427286e-06	9.02673040359777e-06	5.18236355780018e-05	3.22195431372494e-05	1.90348634591427e-05	1.6570631083305e-05	4.58085824305303e-05	1.67255462491181e-05	6.38422959654008e-06	4.71409635241863e-05	5.91724932628384e-06	3.78265339869121e-06	0	2.71775580929584e-05	1.34890477160575e-06	6.88762357020876e-06	3.251243738379e-05	9.00267216331911e-06	3.03369788867175e-08	9.35374007379949e-06	3.1422463247018e-05	1.55989571757351e-05	5.14730745817972e-05	1.44930686553686e-05	6.84463294854846e-06	2.07104194930885e-05	4.51466555244721e-05	1.20229027632016e-05	2.10053070422872e-07	5.01304753715382e-07	2.77561710065078e-05	3.59828742534084e-05	7.78491167402964e-06	4.70140829550163e-05	9.46109545252592e-05	1.8992256851576e-05	0	8.26129383250201e-05	4.65201405395883e-06	2.79161847296632e-06	9.775701801332e-05	4.17036804930113e-05	1.66536947231042e-05	3.30591416180107e-06	0.000108575407635311	6.3241802965567e-05	3.19587915900087e-07	1.0068331136905e-06	1.6230763451731e-05	3.74735537824282e-05	4.06745345562267e-06	1.47141211791578e-05	4.05969526994804e-06	2.26189300826773e-05	6.18099477096046e-05	4.00806698297279e-05	4.84891446590359e-06	6.04766143549537e-06	5.9974498060638e-05	3.16707806390497e-07	7.11151892029485e-06	2.07472931795403e-05	1.22422514912667e-06	6.85074786688215e-07	3.43907759855486e-05	1.73558771796822e-06	1.72646531723051e-07	8.14232706476325e-06	3.65752779340771e-06	1.54719971852541e-05	5.74742713071828e-06	0	1.27608426290224e-05	2.36730188301346e-05	3.69306079684929e-06	1.42146087104221e-05	6.78758606469839e-06	5.79703810307972e-06	3.22574189755687e-05	3.92918176748817e-05	5.3051720457875e-05	6.07547518125424e-06	0	3.05035343539492e-05	3.95559637626046e-06	3.79075606267645e-06	4.08850185576985e-06	1.22087051101272e-06	0	2.62951301990462e-05	2.35606548309182e-05	7.95330996414169e-06	2.13904912611525e-05	2.40709375671335e-05	2.44271220918304e-05	1.83470211489836e-05	7.06448690790604e-06	7.56161757546661e-06	1.15297339062843e-06	4.60859624933279e-05	6.34582011570999e-07	0	0	4.16205994354708e-06	1.23608617755022e-05	0	0	0
M00234_Cystine TS	0.000622951648956516	0.000120967488981821	1.8004400422371e-05	0.000213588813446733	4.51176987379016e-05	0.00153457156925235	8.95811439953985e-05	0.000214882071177483	0.000332152811994252	1.05587067323464e-05	2.96229874355033e-05	0.000351583499448605	3.2343728263938e-05	0.000108571563494469	0.000152332811711256	7.37687919087617e-05	0.000300518482721273	0.000102140714659513	6.97427389327158e-05	0.000142228710516453	0.000163999846125951	0.000131113644350271	0.000145278696845521	0.000150265381563238	0.000551675999777859	0.000181331190745893	8.50501409135004e-05	2.78800106909695e-05	0.00136477403586312	1.63905833464243e-05	0.000435397385510865	0.00028983595837374	7.7219285511648e-05	4.3386286407079e-05	4.78789451045761e-05	1.9106453779733e-05	0.000345609849838624	0.000175133789883823	2.78572381994813e-05	3.51189045215311e-05	6.5845195164825e-05	0.000734515732559082	7.74456498576923e-05	0.000290938306426602	3.67229695752822e-05	7.02886362654209e-05	0.000379977692870554	6.83277844063187e-05	0.000146912398813365	0.00226387227659949	0.000253747052113643	0.000374265991794289	9.13535824408606e-05	4.11996763506189e-05	1.42170865321816e-05	7.66367567335097e-06	5.77476284155881e-05	0.00148954954090066	0.000157105052335477	0.00010541439898148	9.315023426518e-05	0.000560210804203965	1.49778151247325e-05	6.41900446718835e-05	0.000153398598611743	3.51197641590086e-05	7.94662051569171e-05	5.86516584670692e-05	0.00014449170633753	0.000333439479802107	0.000110757411045398	4.20491817052516e-05	2.28783068012379e-05	0.000107828814068192	0.000408029439487727	9.70562998107836e-05	0.000468057826783897	8.0818783778639e-05	5.93096891373385e-05	8.75586703826093e-05	0.00014549420200509	0.000270870173901272	0.000362130556769601	0.000135366883797536	0.000149395388414944	6.00344224806233e-06	0.00012828768271093	4.57413596869238e-05	0.000105523080754703	5.33195386264098e-05	5.95562744168047e-05	6.30325640976927e-05	0.000414514870667336	4.76394643224935e-05	7.2710039948402e-05	0.000243159456200326	6.40696338497723e-05	9.23289873687872e-05	0.00195264730418953	6.07921955975269e-05	0.000563787638426236	4.22659497460659e-05	0.000259937546895681	1.531766093963e-05	3.21119216661293e-05	2.99033339122331e-05	0.000205617409227282	0.000867426887384977	0.000216666319740534	0.000207786791537328	0.000145815286770249	0.000988471320792489	0.00130302154225679	3.92041044503361e-05	3.9110596864823e-05	0.000673117129942179	0.000293566071677889	0.000275451433492222
M00235_Arginine/ornithine TS	0	0	0	0	0	0	1.98206835279552e-06	0	0	0	0	2.13807494455104e-05	1.42456488924411e-06	0	0	0	0	0	3.15703661367366e-05	0	0	0	0	0	0	0	1.47608445017465e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.26630942144227e-08	0	0	0	0	0	8.55738346020367e-07	1.34767033497359e-06	0	0	0	0	0	0	7.69354005538998e-08	0	0	0	0	0	3.87657452921671e-06	0	0	0	0	0	0	0	7.16437760673406e-06	0	0	0	0	0	0	0	0	3.92378481188752e-06	0	0	1.06740521266293e-05	0	0	0	0	0	0	0	0	0	0	0	3.29890055090728e-06	0	0	0	0	0	0	0	0	0	0	0	0	8.82465022885995e-06	0	0	0	1.29591695813142e-07	0	0	0	9.10123204902462e-06	0	0	0	0	0
M00236_Putative polar amino acid TS	0.00451060400132449	0.00342561544079946	0.00547765642348434	0.00437235601644523	0.00456185498689299	0.0124969171506307	0.00453094774924611	0.00305828017757783	0.0023843262719249	0.00595158024891386	0.00321471729069503	0.00513881100460224	0.00678373119544837	0.00598307789492854	0.00457961717139884	0.00507075055913613	0.0060934935678958	0.0047975624438935	0.00481174035268075	0.00733089841815439	0.00564464395081664	0.00375696832242014	0.0032180947782688	0.00673368413860173	0.00610310082393492	0.0059169516867255	0.00444190713168806	0.00254290851741045	0.00922401496760349	0.00850711582914608	0.0080370539487679	0.0055342140796549	0.00710172934439718	0.003506031270984	0.00312837728672175	0.00281373843412124	0.0116054381623544	0.00445716429273535	0.00396053593910833	0.004929062698502	0.00553855895352062	0.00771291856931338	0.00489199960320668	0.00571407751452827	0.00529107338234202	0.00688993964049576	0.00202191388741038	0.00397303112430228	0.00638388459363312	0.00611117086980754	0.00548485884378941	0.00733817797780775	0.00124626989130537	0.00391876925294935	0.00530559160492886	0.00611294034861371	0.00218653823862497	0.00486958258893486	0.00401525115982144	0.00555773118968514	0.00339184230076049	0.00661553607610875	0.00357684926196333	0.00787789542303374	0.00706241846653792	0.00701531075509309	0.00211750638931828	0.00394472163704574	0.00764270924649085	0.00321010361117264	0.00507032278066289	0.005444370928808	0.00182837786291294	0.00455502457757667	0.00907294573184879	0.00512862133317337	0.00446218563692239	0.00344013001170306	0.00272710848579357	0.00499389252250908	0.00807378926280607	0.00444705628131774	0.00651134395917887	0.00552589976318486	0.00411601966379085	0.00178969254876221	0.00380795493018255	0.00175818289397716	0.00823140344480696	0.00468583351966811	0.00394139402750514	0.00374491583265251	0.00274017847018661	0.004752643291558	0.00241880400979275	0.00401284395633021	0.00416536339696864	0.0038958148299513	0.00117909728006519	0.00406879213220577	0.00525858052568776	0.00420365860708279	0.00702193529518997	0.00735411247222582	0.00526498242987627	0.00425416383378287	0.00491870766311867	0.00505617713249478	0.00291740517014364	0.0103404160358253	0.0019441232265908	0.0124734469779362	0.00904396741414965	0.00630775610100729	0.00463579131039175	0.00889876575610158	0.00229351052477358	0.000616614069660248
M00237_Branched-chain amino acid TS	0.00227101856626797	0.00224151872456294	0.00426918749128237	0.00370794359224543	0.00377352356693597	0.00442330802379515	0.00411535182980743	0.00198691721211161	0.000906826947665366	0.00351823167170176	0.00134370701879367	0.00308815291925139	0.00550513740021971	0.00639360465576547	0.00253299707477777	0.0025724245414798	0.00350878842374616	0.00504727991774018	0.00366096835199415	0.00408314596043452	0.00472491648520216	0.00254123985426592	0.0025221989217196	0.00334345942633186	0.00328045969644123	0.00271247213295824	0.00339996763357756	0.00141706635998483	0.00620745149653719	0.00391154456255093	0.00353194094597616	0.00355163098591983	0.00330422772317053	0.00244914693310662	0.00286753191685008	0.00132004691692914	0.00292899299243985	0.00189564386597014	0.00199190490965559	0.00276321373456216	0.00260306136594199	0.004100282972864	0.00243666917558852	0.00383024215392416	0.00301641845033811	0.00586576289287482	0.00192950454092619	0.00275904242550778	0.00310501744471614	0.000312281396838248	0.00395422584407436	0.0045595089124531	0.000581537157227325	0.00320247528511036	0.00417471311774349	0.00516485929707883	0.00116336202347194	0.00471179376865598	0.00300350142122486	0.00462703542356173	0.00209407251387516	0.00363239169815287	0.00106505490301743	0.00335390974061089	0.00518632275665558	0.00351384739235453	0.00178032206006111	0.00288635807388545	0.00500220826769664	0.00194420033948337	0.00381297697255363	0.00380218358061151	0.00106115068787825	0.00291301971263356	0.0045075274258152	0.00359979201584347	0.00293160873678402	0.00184432434205285	0.0016658546230485	0.00405058764612148	0.00364159377763614	0.00419915308591017	0.00424220998162269	0.00285493013105345	0.00261754494564594	0.00108391943386147	0.00258934493579568	0.000603763499200481	0.00365695147686651	0.00371537058663211	0.0029547785051851	0.00239421948925661	0.00262836301137506	0.00538588172657753	0.00114365048911062	0.00330862946948071	0.00307984952501156	0.00312729387257849	0.00423648856291155	0.00300870473144468	0.0028624480914094	0.00303485114483524	0.00472954754119868	0.00457175923541082	0.0063565965657697	0.00238218213958128	0.00482077632197539	0.00292736884717201	0.00323319657071376	0.00706052334817401	0.0016735170049668	0.0049879846654908	0.00690526246329457	0.00396194044024325	0.00294975731110624	0.00446148516689843	0.000924951491993944	0.000661167429959134
M00238_D-Methionine TS	0.00506243687281335	0.00202448429911809	0.00198519460491755	0.00208645416288535	0.00213524904529087	0.00724490078839954	0.00157052315515363	0.00122126099070274	0.001834731642098	0.00154251451855206	0.00163554391535272	0.00205960421563802	0.00270487019743256	0.00171798061040339	0.00235885671064686	0.00149767654050215	0.00265027155763747	0.00152938732791759	0.00164934554630999	0.0061270825797926	0.00156734100277734	0.00213584085381282	0.00137239897412712	0.0023174138069048	0.00146997910611638	0.003358794041059	0.00168995315200237	0.00125064371632079	0.00225711880307049	0.00433118349576576	0.00315336117508604	0.00229553669125714	0.0040054046033242	0.00197006023878518	0.00126046030706563	0.00168005156230499	0.00726313293178312	0.00161304338308792	0.00164308973064602	0.00198093017291307	0.0018155527112358	0.00434364586974277	0.00205071766271911	0.00195188092663928	0.00212924866971608	0.002321780723039	0.000717507854038939	0.00202606966758362	0.00275496834540029	0.00681673256181951	0.00235975623093699	0.00328994462759534	0.000490427993350795	0.00146566400308411	0.00176147809263	0.0020627910215197	0.00082355301693783	0.00469501321676114	0.00161598594356242	0.00257088220258405	0.00110980427892869	0.00255596782054466	0.00292851039140453	0.00275854498232548	0.00381848640972011	0.002076494320851	0.000720900319920178	0.00135997388017628	0.00312926281508411	0.00108039167409603	0.00204502105773791	0.00194682131421648	0.000944910829609701	0.00344555623665691	0.00725167481561809	0.00313968099855492	0.00159237912678215	0.00149462948162995	0.00159661077228741	0.00180692629875809	0.00344247033307432	0.00201505299828131	0.00194492251640933	0.00293391872270299	0.00246462426691035	0.00102962509433802	0.00173936120736136	0.000917078662978967	0.00508368420306859	0.00178386114378239	0.00142180035793823	0.00126258506603869	0.00142046332541907	0.00211356025406365	0.000871629029478593	0.00139103820069307	0.00142885972078904	0.00171653345890869	0.00300163321158119	0.00289634017671486	0.00245354348089744	0.00165202922848083	0.00482130977780746	0.00220791028759907	0.00150040380128672	0.0018175249978558	0.00300083067764962	0.0029232597979755	0.00127704605100837	0.00600932723260968	0.000876176175777443	0.00510429883979721	0.0032030028504583	0.00227487255193847	0.001632594488511	0.00283819561208877	0.00166603181240814	0.000609524890871108
M00239_Peptides/nickel TS	0.00781294968987391	0.00531847306137599	0.00527588941578226	0.00449217932280142	0.00373916570277121	0.00908834481382943	0.00573943255824133	0.00736803653284277	0.00343437483225426	0.00723134207109925	0.00236391302401114	0.0048410664523804	0.00714819798199068	0.0106387686907488	0.00443586268200313	0.00523245949364674	0.00533759286622124	0.00601609789225021	0.00462085948801753	0.00392022592671425	0.00750490654983374	0.00624421767697138	0.00317508732303599	0.0050529874884333	0.00940039867285775	0.00813252981120492	0.0048987523336219	0.00279164789944068	0.0188651146718726	0.00789331109795063	0.00757969081117983	0.00523621963332216	0.00590894816461396	0.00329753169329208	0.0040240698652266	0.00240557664881917	0.0113375194532516	0.00597559023313449	0.00719749366440817	0.00860539238923071	0.00500982765126387	0.00795385357917138	0.00627938863223044	0.007190340289173	0.005320607064118	0.00876942857644075	0.00426243623855147	0.00316979100439769	0.0124786400319067	0.00583371623855489	0.00627219130554944	0.0075237591849868	0.00145645056042679	0.00463196810962406	0.00521731273922698	0.00680952078906382	0.00208896256243645	0.00722128882506892	0.00657843290613971	0.00871031149105929	0.00354432502566722	0.00790124955159991	0.00204867723976245	0.00962984090885211	0.0104485959695492	0.00650054468235631	0.00273606437828259	0.00423771188898505	0.00721444598620297	0.0044842832496124	0.00574353884960328	0.00534315643012667	0.0023960883027431	0.00473350221836122	0.00675562055104446	0.0047807489004668	0.00808807539796314	0.00642867501409407	0.00221652550925526	0.00564758057664877	0.0136034914010539	0.00529141595681402	0.00858624300111353	0.00480322138636462	0.0055019610160745	0.00178849071072839	0.00677572124126593	0.00147436571869358	0.00552932857022262	0.00524166393188276	0.00346894631221631	0.0037644924510646	0.00448905052764193	0.00667856281739351	0.00242253173660943	0.00502604212965481	0.00412304367551569	0.00458538266775355	0.00278315808864716	0.00345453765585576	0.00606536599548236	0.00600670140116049	0.0111969492049511	0.00591366886854656	0.0103339228036267	0.00385026321532102	0.00777767162606566	0.00502713018096719	0.00524566921222797	0.0104291998196051	0.00255996404351284	0.00106885773664696	0.0183790156651199	0.00676931581827949	0.00475025104552816	0.00879573465714278	0.00349997529732265	0.00107085729363376
M00240_Iron complex TS	0.014591992372917	0.00737432038023799	0.00633470588972437	0.00672659214019158	0.00667299791349173	0.0120888955585826	0.00702019401131817	0.00511342410780512	0.00822961498851662	0.00750105567895713	0.00495183529874427	0.00716841267151497	0.00723120534299424	0.00820328789375211	0.00606478122952642	0.00615664677478535	0.00736912787308363	0.00648177764660444	0.00678662314477328	0.0111772535422273	0.00642407820733838	0.00688926840288647	0.00688139763465469	0.00695497906254182	0.00707752965788943	0.0098649320795716	0.0066527272939132	0.00691708646977422	0.00682521305028252	0.00703363038598499	0.00864520816983078	0.00740062174089129	0.00642673578034083	0.00743149249684151	0.00699737974486141	0.00675947012269233	0.00382177344372325	0.00631903687820976	0.0111574299020004	0.0124818435642735	0.00632638702567624	0.0123070789321928	0.00686905184631952	0.00646898569334061	0.00574943240490797	0.00726827012065483	0.00698166742807318	0.00663138692375352	0.0091483651360446	0.00960026991770309	0.00710668192355372	0.00964090930476471	0.0066227568429978	0.00713262328380164	0.00629470007000568	0.0065284981085453	0.00640714266017721	0.0151146494167532	0.00692893752540837	0.00757255495741533	0.00738783384995912	0.0079852894584811	0.00485522085294018	0.00737783474617804	0.0115157594664923	0.00659211643659589	0.00644121510822216	0.00675401560201482	0.00755034489124557	0.00758400785610183	0.00649018371377341	0.00696890095911482	0.00783079052779956	0.00592687705113715	0.0108095811039934	0.0060535670582071	0.010419150177216	0.00782482549320845	0.00672546144789964	0.00681957329634284	0.00927098024994373	0.00717434981204928	0.00613693514404078	0.00765066433302215	0.00786946358740897	0.00654338261582711	0.0102217836828376	0.0059673805683877	0.00668180032738137	0.00655126347174376	0.00623102950190741	0.00656615914736378	0.00734601501080212	0.00737576217134416	0.00628673692586054	0.00683683737187095	0.00705662690328148	0.00693493355678163	0.0123098414881419	0.00732987177998875	0.00736151637385266	0.00930091198522525	0.012044998998212	0.00616810309768321	0.00710955739525545	0.00634463740385213	0.0080796719243243	0.00906345785438854	0.00684009082411224	0.0134495215531488	0.00655124501664849	0.0111487538654438	0.00922042911426301	0.00715619700946623	0.00676891583519243	0.00971490716884233	0.00780347000282921	0.00667034380296643
M00241_Vitamin B12 TS	0.0017065379096336	3.23608531467832e-06	2.0904845222223e-06	9.2815170877114e-06	2.99977031714646e-05	1.07188772223174e-05	5.93838110436238e-05	3.6281359671772e-05	0.000267649766387718	3.76964678578697e-07	4.24877688356923e-06	1.49134347148143e-06	1.15389756028773e-06	1.5224771242108e-06	1.74548013419148e-05	1.46990641894196e-06	6.44164516829007e-06	1.53875025491887e-05	4.58603415866845e-05	2.87581339533034e-05	5.91057360092774e-05	9.08868448430988e-06	9.64509852668574e-05	1.69627734536294e-05	3.67938380941646e-05	5.22009365321085e-07	6.24987575153493e-06	1.38989560363006e-05	0.000105104531783412	2.30766613662816e-07	3.36926153609872e-05	0.0001731745810477	5.89232097066973e-06	3.75252065300106e-06	9.06099630143607e-06	2.86263941647568e-06	7.4125927651667e-07	1.03442626924655e-05	3.64862183324529e-06	4.60573742476007e-06	3.81794253232499e-06	8.54631543171909e-05	7.50230311436777e-06	1.18611537125522e-05	7.88561334173884e-06	1.4032397398042e-05	0.000191295678275251	7.11272109303425e-06	1.25125715631401e-05	1.54378268402172e-06	1.41214067942385e-05	3.2594745703461e-05	8.32952738966974e-07	3.85446356775038e-07	2.58492482403301e-06	1.03485987446912e-06	1.22349702131899e-06	0.00144093645042804	4.2026270135039e-06	7.22981149698916e-05	4.38333522106518e-05	5.8531061056702e-05	1.19945542066647e-06	2.47391110734081e-05	0.00010050262226472	1.43555724354297e-06	1.67102775196798e-05	5.01506432471384e-06	3.16168860403397e-05	0.000110846148697642	3.20356704863827e-05	1.40989330664202e-05	1.3305057919686e-05	3.21789414090121e-06	8.29043342089635e-05	1.79525588106093e-05	0.000172642607938239	5.39278442968244e-06	1.20856485610501e-06	1.74930337991527e-05	0.000250863699401591	0.000192564482727667	5.89746353675315e-06	8.70552848055472e-06	1.22978924535081e-06	4.43634995961783e-07	3.90420720527781e-05	2.08277411118052e-05	4.1798865817673e-05	2.10449621441023e-05	2.85003821257808e-05	3.23999161249822e-05	0.00026399695304663	3.26194076739696e-06	8.83136253290727e-07	0.000172756170525194	3.44053452098444e-05	7.15623991594689e-06	0.00195289838750229	3.47652432319706e-06	4.36347418695695e-06	1.14162982355741e-05	0.000875227600768822	9.88698414251144e-07	1.01409938879982e-05	9.85702704866962e-06	4.24651260995533e-05	0.000481564944190655	0.000134245215799159	0.000183808923622942	7.82399481043418e-05	0.00093927114502189	0.000370976086062575	5.04745820103353e-06	4.56613923796535e-08	0.000649200152172689	0.000221914659483146	0.000241978394151812
