ID	M1_S1	M2_S2	M3_S3	N4_S4	N5_S5	N6_S6	O1_S7	O2_S8	O3_S9	V1_S10	V4_S12	V6_S11	X1_S13	X2_S14	X4_S15	Z2_S16	Z3_S17	Z4_S18
Pathway module|Nucleotide and amino acid metabolism|Branched-chain amino acid metabolism|M00019_Valine/isoleucine biosynthesis	0.0108141918254276	0.0119555233260817	0.0112481107031516	0.00986273562818247	0.0121401819732113	0.0111875813272609	0.0127373581172876	0.0117464271593434	0.0118601799994427	0.0138981220714024	0.0121606469909961	0.0131317486875206	0.0137353343471024	0.0112949302382949	0.0158188998925466	0.0136706896901059	0.0127794328131835	0.0132473752635072
Pathway module|Nucleotide and amino acid metabolism|Serine and threonine metabolism|M00020_Serine biosynthesis	0.00304618644132757	0.00324147933284989	0.00291942390035033	0.00188772220574211	0.00218238335258119	0.00286043225439167	0.00352163378765018	0.00345821646615941	0.00346902950764858	0.00262893887566026	0.00337732574932283	0.00278988804680017	0.00288620723372547	0.00335882769936499	0.00284510548295914	0.00301027255509426	0.00298165196977971	0.00291694809306372
Pathway module|Nucleotide and amino acid metabolism|Cysteine and methionine metabolism|M00021_Cysteine biosynthesis, from serine	0	0	0	0.000227997617057164	0.000334588941295831	0.000219837752114509	1.56517057228897e-05	5.19753414130239e-05	3.34364289893839e-05	1.2087075290392e-05	1.81943474710994e-05	3.37806957233639e-05	4.49564989676864e-06	1.24585597157455e-06	9.92313820663376e-06	0	0	0
Pathway module|Nucleotide and amino acid metabolism|Aromatic amino acid metabolism|M00022_Shikimate pathway	0.00165876886236358	0.00173313995649021	0.00174288730147041	0.00215249363200204	0.00224498386417848	0.00234451244307092	0.00168725387692751	0.00184698088235567	0.00157987126974839	0.00137792658310469	0.00178759463903552	0.00161849274509882	0.00204102505313296	0.00203697451352439	0.00170677977154101	0.00165950922909042	0.00186094424155522	0.00183663023514889
Pathway module|Nucleotide and amino acid metabolism|Aromatic amino acid metabolism|M00023_Tryptophan biosynthesis	0.00570450918378454	0.00552574329224075	0.00563369909418956	0.00340280314489616	0.00395678406061456	0.00512234669811321	0.00660188947391487	0.00619249067692313	0.006825211067458	0.00550767730732195	0.00590179146093787	0.00559368579183938	0.00639843371557597	0.0067749647734224	0.00604319116783996	0.00660619749510589	0.00679542295716722	0.00616014858414998
Pathway module|Nucleotide and amino acid metabolism|Aromatic amino acid metabolism|M00024_Phenylalanine biosynthesis	0.0015054630525333	0.00112883732173072	0.00126946720952171	0.00122579364009228	0.00105341550549913	0.00163162817176318	0.00180307649927689	0.00176530534584949	0.0018724400234055	0.00144440549720184	0.00182853192084549	0.00176951232597974	0.00141388189253374	0.00185632539764608	0.000999401776525257	0.00130638110243514	0.00152576721891071	0.0011670488673065
Pathway module|Nucleotide and amino acid metabolism|Aromatic amino acid metabolism|M00025_Tyrosine biosynthesis, from chorismate	0.0015054630525333	0.00112883732173072	0.00126946720952171	0.00122579364009228	0.00105341550549913	0.00163162817176318	0.00180307649927689	0.00176530534584949	0.0018724400234055	0.00144440549720184	0.00182853192084549	0.00176951232597974	0.00141388189253374	0.00185632539764608	0.000999401776525257	0.00130638110243514	0.00152576721891071	0.0011670488673065
Pathway module|Nucleotide and amino acid metabolism|Histidine metabolism|M00026_Histidine biosynthesis	0.00311517405575119	0.00290790427846265	0.00264589229166886	0.00203481744255318	0.00154126776829176	0.00291126179245283	0.00322738172005985	0.00316492703961449	0.00312491292596617	0.00246374884669157	0.00261543744897054	0.00241631329409474	0.00306940496701879	0.00370517565946271	0.0025488289279325	0.00309614250939022	0.00301400496424347	0.00274348607428039
Pathway module|Nucleotide and amino acid metabolism|Other amino acid metabolism|M00027_GABA (gamma-Aminobutyrate) shunt	0.00227199210168468	0.00184191443074692	0.00190069399878664	0.00165482141412458	0.00154990232161552	0.00235594908913468	0.00227262767096358	0.00213841404670727	0.00189055142244142	0.000930704797360183	0.00103480351241878	0.000994543424090802	0.0011329037739857	0.00157351609209866	0.00125173300520823	0.0013478688331624	0.0011440018842384	0.00116255503262299
Pathway module|Nucleotide and amino acid metabolism|Arginine and proline metabolism|M00028_Ornithine biosynthesis	0.00252954586219954	0.00388204012569495	0.00298429998702478	0.00165972458868494	0.00134051440351426	0.00180190712426805	0.00277035191295147	0.00297930082028226	0.00303017637716292	0.00315271213824391	0.00325223961045902	0.00291209468132881	0.0036549633660729	0.00237460148182109	0.00291031467688844	0.00373003644166487	0.00343329977249374	0.00334925498961699
Pathway module|Nucleotide and amino acid metabolism|Arginine and proline metabolism|M00029_Urea cycle	0.00563858768555752	0.00601160261058738	0.00624563839822695	0.00564600550626503	0.00618449881814551	0.00552644152569941	0.00582556487005954	0.00557992415312678	0.0064532307949511	0.00521557298780414	0.00456678121524595	0.00477301359573648	0.00602192303672159	0.00505817524459267	0.00558530921916243	0.00599738916745702	0.00575753889476994	0.0062545191125036
Pathway module|Nucleotide and amino acid metabolism|Lysine metabolism|M00030_Lysine biosynthesis, from 2-oxoglutarate	0.00199144246969527	0.00171621948271694	0.00198485757068863	0.00113753649800563	0.000941166312290207	0.00157952789525049	0.00198776662680699	0.00199548185782145	0.00215804285435649	0.001510884411299	0.00186492061578769	0.00149628611057018	0.00170272739840112	0.00208680875238737	0.00185987961815764	0.00215446750497612	0.00192953258981838	0.00221411234856339
Pathway module|Nucleotide and amino acid metabolism|Lysine metabolism|M00032_Lysine degradation	0.00227505821788128	0.00188300700991056	0.00223559487864665	0.00270164918276338	0.00310196328156199	0.00285026634677944	0.00207541617885517	0.00221266453444016	0.00234612276742177	0.00185738056962357	0.00200592680868871	0.00170393803428144	0.00174318824747204	0.00211048001584729	0.00200305632656764	0.00215446750497612	0.00192953258981838	0.00221411234856339
Pathway module|Nucleotide and amino acid metabolism|Other amino acid metabolism|M00033_Ectoine biosynthesis	0.00408713289007514	0.00437998549673677	0.00406264575201905	0.00264035950075877	0.00246516497393444	0.00360000203318152	0.00456716772993921	0.00439562887378716	0.00416701496280197	0.00448229042018703	0.00482605066670912	0.00463789081284302	0.00543861246261586	0.00471307314046652	0.00477728225090797	0.00467460593892041	0.00457341929739649	0.00502230964228626
Pathway module|Nucleotide and amino acid metabolism|Cysteine and methionine metabolism|M00034_Methionine salvage pathway	0.00305691784801569	0.00333575054387237	0.00303690221946353	0.00470214440339398	0.00379920346245588	0.00338651797332466	0.00347467867048151	0.00344707889299948	0.00371840954052774	0.00293514478301685	0.00245623690859842	0.00293097212893893	0.00354931559349884	0.00302493829898301	0.00342915304597815	0.0030006242456228	0.00306447563560693	0.00337891429852813
Pathway module|Nucleotide and amino acid metabolism|Cysteine and methionine metabolism|M00035_Methionine degradation	0.0047892734990978	0.00476190476190476	0.00454483288270754	0.00578819756851574	0.00423093112864405	0.00518080066688354	0.00538731710981863	0.00555764900680691	0.00582769093594137	0.00402096704660373	0.00363432090735211	0.00389272840718058	0.00512279305736786	0.00531731328668018	0.00457173153091341	0.0040860590611616	0.00423435991541633	0.00441923702775977
Pathway module|Nucleotide and amino acid metabolism|Branched-chain amino acid metabolism|M00036_Leucine degradation	0.00617669107806179	0.00547256466038192	0.00504280068312766	0.00613387137502176	0.00485261896795501	0.00737917818802863	0.00571600292999931	0.00617021553060327	0.00508651676001003	0.00503426685844826	0.00629751851843429	0.00543869201146159	0.0046159085315072	0.00531606743070861	0.00395507937092974	0.00471705850059482	0.00479730201908568	0.00462595342320104
Pathway module|Nucleotide and amino acid metabolism|Aromatic amino acid metabolism|M00040_Tyrosine biosynthesis, from prephanate	0	0	0	3.67738092027683e-05	6.69177882591661e-05	7.37028301886792e-05	0.00030364309102406	0.000319277097251433	0.000649223996210538	8.05805019359466e-06	1.36457606033246e-05	4.27226445913132e-05	5.6195623709608e-06	3.73756791472365e-06	2.12638675856438e-05	0	0	0
Pathway module|Nucleotide and amino acid metabolism|Histidine metabolism|M00045_Histidine degradation	0.00712105486661628	0.00581822576746435	0.00587742277115574	0.00394460393381695	0.0017441797714002	0.00450222633376708	0.00487394116210785	0.0055817804153201	0.00572320209534955	0.00785458442620639	0.00762343159039066	0.00794839899373269	0.00768756132347437	0.00886301938178135	0.00840631565219117	0.00660137334037017	0.00669965809355451	0.00682928056852401
Pathway module|Nucleotide and amino acid metabolism|Pyrimidine metabolism|M00046_Pyrimidine degradation	4.59917429490825e-05	4.10925791636452e-05	3.68215627071213e-05	0.000451092059553958	0.00108579508046324	0.000395199658425504	0.000215993538975878	0.000373108700857779	0.000221516342054669	8.25950144843452e-05	6.3680216148848e-05	0.000117238885157557	1.68586871128824e-05	2.4917119431491e-05	0.000494739319159312	0.000102272080397433	0.000336471142423058	0.000229634952327155
Pathway module|Nucleotide and amino acid metabolism|Other amino acid metabolism|M00047_Creatine pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway module|Nucleotide and amino acid metabolism|Purine metabolism|M00048_Inosine monophosphate biosynthesis	0.0260880496588179	0.0251438240270728	0.0251736750374353	0.0236308497936989	0.0160732210121855	0.0216178025374105	0.0274812649082497	0.0273353170588639	0.0283248349076319	0.0271898758657368	0.0260975171538582	0.0264592267002619	0.0271323710394729	0.0288602535815245	0.0267485278315675	0.0293559463978519	0.029540872184966	0.0294660740197486
Pathway module|Nucleotide and amino acid metabolism|Purine metabolism|M00049_Adenine ribonucleotide biosynthesis	0.00777567067459155	0.00844089920232052	0.00827082434711863	0.0118803919597744	0.0109550895295248	0.00890279359141184	0.00908738034270975	0.00912909746675898	0.00983031012287888	0.00900084206624523	0.00827842809935023	0.00868958719989826	0.00848441526767661	0.00861758575538116	0.00885710964500682	0.00842297416858105	0.00871719082831431	0.0087068046992928
Pathway module|Nucleotide and amino acid metabolism|Purine metabolism|M00050_Guanine ribonucleotide biosynthesis IMP => GDP	0.0108601835683767	0.011404399323181	0.0106782531850652	0.0145477189206152	0.0130683964555159	0.011697147446324	0.0112003606152999	0.0114345751108653	0.0115508930312909	0.0121313945664568	0.0114601646133587	0.0117228949658815	0.011692061469021	0.010937369574453	0.0118935899362367	0.0106951510491089	0.0120754316536521	0.010995065320134
Pathway module|Nucleotide and amino acid metabolism|Pyrimidine metabolism|M00051_Uridine monophosphate biosynthesis	0.0135491674727997	0.0128813149625332	0.0132066671576208	0.013655341150628	0.0115703014538429	0.013912044567339	0.0146249538274681	0.014664471327246	0.0146298308673967	0.0154835434469921	0.0146760155288756	0.015766642953943	0.0144400274684209	0.0158846636375755	0.0164185409584617	0.0147667376460633	0.0157002611533713	0.0149402027887839
Pathway module|Nucleotide and amino acid metabolism|Pyrimidine metabolism|M00052_Pyrimidine ribonucleotide biosynthesis	0.00294347154874128	0.00298767222625091	0.00349103482618469	0.00248345791482695	0.00342360039287218	0.00266092631750163	0.00288617453530086	0.00262475474135771	0.00309983560422414	0.00320710397705067	0.00303390744080583	0.00300946256900204	0.00269963776300957	0.00291904054139917	0.00288196285344092	0.00318201246368618	0.00297388725110841	0.00313624722561881
Pathway module|Nucleotide and amino acid metabolism|Pyrimidine metabolism|M00053_Pyrimidine deoxyribonuleotide biosynthesis	0.0131720351806172	0.0136451534928692	0.0137887985299429	0.0173645927055472	0.0152335107014495	0.0140137036434613	0.0136326356846369	0.0132202993408413	0.0132394326952548	0.01392632524708	0.0123357675854054	0.0135261879875846	0.0150154706552073	0.0150798406799384	0.0175696249904313	0.0139167215816281	0.0136231989087982	0.014222537389828
Pathway module|Carbohydrate and lipid metabolism|Lipopolysaccharide metabolism|M00060_Lipopolysaccharide biosynthesis, KDO2-lipid A	0.00191325650668183	0.0014841672709693	0.00144305457656956	0.00206913966447576	0.00201185092443687	0.0023394294892648	0.0018155978638552	0.00191937510789524	0.00177770347460225	0.00154714563717017	0.00189448643042823	0.00170989933352674	0.00161506222541413	0.0022711954361804	0.00146295408989229	0.00198176276543705	0.00156459081226722	0.00177506469998486
Pathway module|Carbohydrate and lipid metabolism|Other carbohydrate metabolism|M00061_D-Glucuronate degradation	0.00699381104445715	0.00755136572395456	0.00631226789264936	0.00580290709219684	0.00512029012099168	0.00564970315549772	0.00663006254421607	0.00646721748153483	0.00611886650505726	0.0079935857920459	0.00834665690236686	0.00847199977744483	0.0086878434255054	0.00792239812324256	0.00986218178622158	0.00687635016030666	0.00752530651226955	0.00661132958637397
Pathway module|Carbohydrate and lipid metabolism|Lipopolysaccharide metabolism|M00063_CMP-KDO biosynthesis	0	0	0	0.000164256347772365	0.000250402046389138	0.000160113044892648	2.81730703012014e-05	4.08377682530902e-05	4.73682744016272e-05	1.8130612935588e-05	2.04686409049868e-05	4.073554484288e-05	5.6195623709608e-06	2.4917119431491e-06	2.97694146199013e-05	0	0	0
Pathway module|Carbohydrate and lipid metabolism|Lipopolysaccharide metabolism|M00064_ADP-L-glycero-D-manno-heptose biosynthesis	0	0	0	0.000603090470925401	0.000813806650764698	0.000534980888093689	5.63461406024028e-05	0.000120657042565948	0.000108668394215498	3.42467133227773e-05	3.63886949421988e-05	0.000131148583396589	1.57347746386902e-05	1.49502716588946e-05	7.08795586188126e-05	0	0	0
Pathway module|Carbohydrate and lipid metabolism|Lipopolysaccharide metabolism|M00080_Lipopolysaccharide biosynthesis, from inner core	0	0	0	0.000480511106916173	0.000695081542562951	0.000479068396226415	5.63461406024028e-05	0.000128082091339237	0.000136532085039984	5.84208639035613e-05	8.41488570538348e-05	0.000136116332767672	3.37173742257648e-05	1.99336955451928e-05	9.49786085492088e-05	0	0	0
Pathway module|Carbohydrate and lipid metabolism|Other carbohydrate metabolism|M00081_Pectin degradation	0	0	0	0.000132385713129966	0.000159739236489622	0.000142322706571243	6.26068228915587e-06	3.71252438664456e-05	2.64705062832623e-05	1.2087075290392e-05	2.72915212066491e-05	1.6890347861682e-05	4.49564989676864e-06	4.9834238862982e-06	1.27583205513863e-05	0	0	0
Pathway module|Carbohydrate and lipid metabolism|Fatty acid metabolism|M00082_Fatty acid biosynthesis, initiation	0.00374986010844853	0.00411167512690355	0.0039556878793936	0.00405982853598562	0.00344950405284347	0.00428111784320104	0.00511497743024035	0.00496921389152375	0.00462955223048845	0.00397463325799056	0.00360475509271157	0.00397916724623743	0.00432144346326885	0.00250292464689327	0.00313004130860676	0.0029137894603797	0.00304765207848578	0.002559688235725
Pathway module|Carbohydrate and lipid metabolism|Fatty acid metabolism|M00083_Fatty acid biosynthesis, elongation	0.00601112080344509	0.00556441866086536	0.0056863013266283	0.00316745076599845	0.00247595816558915	0.00353138215679896	0.00476437922204762	0.00495250753178385	0.00548078798517652	0.00555199658338672	0.00561295619483417	0.00548936305504664	0.00575892751776063	0.00629157265645148	0.0054081103226154	0.00482126024288654	0.00444659555909857	0.00486457604489521
Pathway module|Carbohydrate and lipid metabolism|Fatty acid metabolism|M00086_beta-Oxidation, acyl-CoA synthesis	0.0104324603589502	0.00849407783417936	0.00854610936354806	0.00517039757390923	0.0029227963000939	0.00780614630774235	0.00922511535307118	0.00930915489951125	0.00871297612081696	0.00849519941659717	0.0105959331084815	0.00897274891404999	0.00772577434759691	0.0108887811915616	0.00590284964177471	0.00951516280074987	0.00912613267833618	0.00965859888525937
Pathway module|Carbohydrate and lipid metabolism|Fatty acid metabolism|M00087_beta-Oxidation	0	0	0	0.00123069681465265	0.00162545466319845	0.0013736682661028	5.94764817469808e-05	0.000254307920485153	0.000210370865724874	9.66966023231359e-05	0.000156926246938232	0.000222555171824515	6.06912736063766e-05	1.99336955451928e-05	0.000165858167168021	0	0	0
Pathway module|Carbohydrate and lipid metabolism|Fatty acid metabolism|M00088_Ketone body biosynthesis	0.000297413271070734	0.000679236161469664	0.000582131372322108	0.00080166904062035	0.00146787406503977	0.000611225195185426	0.000222254221265033	0.000261732969258442	0.000197832204853855	0.000219581867775454	0.000197863528748206	0.000156980880126221	0.000147232534119173	0.00042982031019322	0.000667685442189214	0.000485309966414235	0.00040635361046477	0.000490277363970501
Pathway module|Carbohydrate and lipid metabolism|Lipid metabolism|M00089_Triacylglycerol biosynthesis	0	0	0	0.000509930154278388	0.000740412947512709	0.000569290826284971	1.87820468674676e-05	0.000120657042565948	7.52319652261139e-05	3.82757384195746e-05	5.23087489794108e-05	9.24001383021425e-05	1.46108621644981e-05	1.49502716588946e-05	7.65499233083176e-05	0	0	0
Pathway module|Carbohydrate and lipid metabolism|Lipid metabolism|M00093_PE biosynthesis	0	0	0	0.0003334158701051	0.000444679496173814	0.000296082059206246	3.13034114457794e-05	0.000124369566952593	5.71205661901976e-05	1.8130612935588e-05	4.7760162111636e-05	9.04130385537093e-05	1.68586871128824e-05	6.22927985787275e-06	3.68573704817825e-05	0	0	0
Pathway module|Carbohydrate and lipid metabolism|Terpenoid backbone biosynthesis|M00095_C5 isoprenoid biosynthesis, mevalonate pathway	0.000297413271070734	0.000679236161469664	0.000582131372322108	0.00080166904062035	0.00146787406503977	0.000611225195185426	0.000222254221265033	0.000261732969258442	0.000197832204853855	0.000219581867775454	0.000197863528748206	0.000156980880126221	0.000147232534119173	0.00042982031019322	0.000667685442189214	0.000485309966414235	0.00040635361046477	0.000490277363970501
Pathway module|Carbohydrate and lipid metabolism|Terpenoid backbone biosynthesis|M00096_C5 isoprenoid biosynthesis, non-mevalonate pathway	0.0110763447602374	0.0102417210539038	0.0108483337366171	0.00887229436698791	0.00671336520922602	0.00962330229342876	0.00918442091819166	0.00949478111884347	0.00975229178857031	0.00975628427189473	0.0102525147999645	0.0100567118268203	0.0120438460734432	0.0115366262967803	0.0107538466336462	0.0103825458222338	0.0112808421096223	0.00952468261169089
Pathway module|Carbohydrate and lipid metabolism|Fatty acid metabolism|M00113_Jasmonic acid biosynthesis	0	0	0	0.000240255553458086	0.000319478472979245	0.000346911597267404	6.26068228915587e-06	6.49691767662799e-05	5.15478280253002e-05	2.21596380323853e-05	4.32115752438611e-05	5.36516932076956e-05	1.34869496903059e-05	7.4751358294473e-06	4.39453263436638e-05	0	0	0
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00114_Ascorbate biosynthesis, from glucose-6P	0.00504682725961266	0.00517766497461929	0.00547063217362945	0.00496446424237373	0.00438419445014085	0.00471698113207547	0.00563774440138486	0.00572842512859256	0.00575245897071526	0.00534047276580486	0.00522632631107331	0.00488429118164874	0.00485530188851013	0.00434429977288046	0.0043874446785045	0.00364223682547462	0.00457730165673214	0.00370022347839881
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00115_NAD biosynthesis	0.00651396385968839	0.00637901861252115	0.00641045872653502	0.00429763250216353	0.00409277827546384	0.00521129838972023	0.00685857744777026	0.00680134467633284	0.00724734598344897	0.00692589414139461	0.00657725661080244	0.00686741673058504	0.00744254840410048	0.0069169923541819	0.0069717133857464	0.00639875884146959	0.00638648110714535	0.0061817189906308
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00116_Menaquinone biosynthesis	0.00167869861764151	0.001273869954073	0.0013659046356594	0.00197352776054857	0.00148082589502542	0.00233561727391021	0.00186255298102387	0.00199733812001478	0.00170665106299981	0.000981067611070149	0.00133728453912581	0.00103925316843055	0.00104861033842129	0.00122716813200093	0.00160187802478516	0.00184668643283667	0.00181176768997031	0.00192066494373045
Pathway module|Nucleotide and amino acid metabolism|Cofactor and vitamin biosynthesis|M00117_Ubiquinone biosynthesis, from chorismate	7.66529049151376e-06	4.8344210780759e-06	3.50681549591631e-05	0.000926699991909762	0.00185211168794724	0.000964490484710475	0.000369380255060196	0.000400952633757613	0.000782969712168074	6.44644015487572e-05	5.68573358471857e-05	0.000149032481132488	3.70891116483413e-05	2.24254074883419e-05	0.000116242476134853	0	0	0
